Date,SampleEvent_TreatmentUnit,SampleEvent_DefaultMonitoringStatus,MacroPlot Name,Species Symbol,MacroPlotSize,SnagPlotSize,BrkPntDia,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Index,IsVerified,QTR,SubFrac,TagNo,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,Visited,
8/18/1988 12:00:00 AM,,,FABCO1T0809,,0.1,0.1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1013,True,,1,132,L,19.1,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1047,True,,1,307,L,31.8,,,I,,,,,,,,,,,,,,,,,,,,SPAR,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree4,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1025,True,,1,156,L,41.7,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree3,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1067,True,,1,327,L,28.2,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree3,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,15,True,,0.25,15,L,11.2,10,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,4,True,,0.25,4,L,6.6,8,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1062,True,,1,322,L,33.8,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1071,True,,1,3286,L,17.8,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1056,True,,1,316,L,31.2,,,C,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1043,True,,1,303,L,22.6,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree4,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1015,True,,1,135,L,16.3,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1049,True,,1,309,L,16,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1065,True,,1,325,L,111.3,,,C,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree3,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1069,True,,1,329,L,36.6,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree3,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,9,True,,0.25,9,L,10.9,10,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1009,True,,1,125,L,24.9,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1052,True,,1,312,L,24.4,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,10,True,,0.25,10,L,12.4,10,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,6,True,,0.25,6,L,3,3,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1002,True,,1,111,L,68.6,,,D,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1014,True,,1,134,L,17.8,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1054,True,,1,314,L,26.2,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1061,True,,1,321,L,43.4,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,16,True,,0.25,16,L,11.4,10,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1068,True,,1,328,L,34.8,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree3,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1059,True,,1,319,L,38.1,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1044,True,,1,304,L,23.9,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree4,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,5,True,,0.25,5,L,4.8,4,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1053,True,,1,313,L,32,,,C,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,14,True,,0.25,14,L,10.7,10,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1034,True,,1,167,L,22.1,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree3,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1011,True,,1,129,L,20.8,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1055,True,,1,315,L,37.6,,,C,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1063,True,,1,323,L,72.1,,,C,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1032,True,,1,165,L,28.2,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree3,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1046,True,,1,306,L,30.5,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree4,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1070,True,,1,3249,L,18.3,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,17,True,,0.25,17,L,13.7,10,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1012,True,,1,131,L,19.3,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1020,True,,1,146,D,29,,,RS,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1017,True,,1,142,L,27.2,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1021,True,,1,148,D,17.3,,,RS,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1033,True,,1,166,L,23.1,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree3,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1003,True,,1,113,L,33.8,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1048,True,,1,308,L,60.2,,,C,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1018,True,,1,144,L,30,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1010,True,,1,127,L,18.5,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1051,True,,1,311,L,38.9,,,C,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1042,True,,1,302,L,36.8,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree4,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1039,True,,1,177,L,15.2,,,SC,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree4,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1064,True,,1,324,L,46.2,,,C,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree2,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,13,True,,0.25,13,L,10.2,9,,X,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,From FMH TREEPOLE 1069,,, pole1,,
8/18/1988 12:00:00 AM,,,FABCO1T0809,ABCOC,,,,,,,,,,1050,True,,1,310,L,31.2,,,I,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,FMH TREEOVER 1067,,, tree1,,
